CD_CLIENTE;SEGMENTO;FAIXA_FATURAMENTO;MARCA_TOTVS;MODALIDADE_COMERCIALIZADA;REGIAO;RESPOSTA_NPS_RELACIONAL;Tempo_Relacionamento_media;RECEITA_RECORRENTE_media;QTDE_TICKETS_media;UF;UF_AJUSTADA
TFDD30;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1135,961538;196324252;281;MG;MG
TFDEKX;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;660,5555556;114589186;73;RJ;RJ
TFDRN9;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;571;56871767;74;RJ;RJ
TFDR02;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;553,1153846;67823381;267;MS;MS
TFDGJ0;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;954,4736842;151094574;60;SP;SP
TFCZE9;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1272,5;36609130;241;MT;MT
TFDIHU;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;905,3333333;151504367;12;SP;SP
TFDAPJ;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1226,055556;183703626;83;DF;DF
TFCXM5;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;1370,916667;107155542;13;AL;AL
TFDHDL;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;988;130703250;32;RJ;RJ
TFDPE1;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;724;120174388;71;PE;PE
TFDNRT;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;704,44;93771226;420;SP;SP
TFCY17;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1417,4;34625394;11;SP;SP
TFDEY6;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1068,027027;56720118;55;GO;GO
TFCNNH;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;479;51651627;33;PB;PB
TFDPXW;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;579;315646462;65;RN;RN
TFCXOT;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1440,095238;52167929;38;ES;ES
TFDPSA;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Nordeste;;697;140743874;70;PI;PI
TFDDCO;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1162;82739073;16;RS;RS
TFDFBF;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1049,052632;178483172;509;GO;GO
TFDQIK;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;655;46670405;12;MS;MS
TFDEKZ;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;932,2;86439715;37;RJ;RJ
TFDCZV;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sul;;1094;430261850;92;RS;RS
TFDTMF;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;487;127664422;129;MG;MG
TFDAEY;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Centro-Oeste;;1261,9;72982186;3;MT;MT
TFCRR0;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;Sudeste;;1793;74103333;23;SP;SP
T07651;SERVICOS;Sem Informações de Faturamento;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;9781,9;1060895654;72;RJ;RJ
T17812;MANUFATURA;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE TRADICIONAL;Sudeste;;1095,25;116951311;7;SP;SP
T28165;EDUCACIONAL;Sem Informações de Faturamento;EDUCACIONAL - CORE;MODALIDADE TRADICIONAL;Sudeste;;1086,211009;1077605905;50;ES;ES
T23546;SERVICOS;Sem Informações de Faturamento;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;;5244,296875;784950744;43;PE;PE
T33319;MANUFATURA;Sem Informações de Faturamento;TOTVS CRM;MODALIDADE TRADICIONAL;Sudeste;;1058,409091;32086362299;201;SP;SP
T30730;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Nordeste;;6182,6;341509131;3;CE;CE
T43739;LOGISTICA;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;644,1842105;575771363;1136;MT;MT
T43055;VAREJO;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;;420;92104150;5;PE;PE
T43722;EDUCACIONAL;Sem Informações de Faturamento;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Sul;;6810,444444;163561095;5;RS;RS
T44188;SERVICOS;Sem Informações de Faturamento;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;;5169,384615;29096698;14;GO;GO
T45321;VAREJO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;;4736,727273;1765207181;27;DF;DF
T53010;MANUFATURA;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Norte;;2696,090909;176073068;78;AM;AM
T51811;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;5362;886540988;141;SP;SP
T56396;MANUFATURA;Sem Informações de Faturamento;MANUFATURA - CORE;MODALIDADE TRADICIONAL;Sudeste;;4483,653226;417130462;139;SP;SP
T73965;HOSPITALITY;Sem Informações de Faturamento;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;;5280,680556;52252099;94;DF;DF
T76289;LOGISTICA;Sem Informações de Faturamento;MODALIDADE TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;5713,09799;323524790;2;SP;SP
T84252;MANUFATURA;Sem Informações de Faturamento;MANUFATURA - CORE;MODALIDADE TRADICIONAL;Sudeste;;3982,625;434457997;10;SP;SP
T75123;FINANCIAL SERVICES;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE TRADICIONAL;Sudeste;;5810,933333;273429159;22;MG;MG
TA2837;HOSPITALITY;Sem Informações de Faturamento;HOSPITALIDADE - CORE;MODALIDADE TRADICIONAL;Sudeste;;7053,636364;41381478;9;ES;ES
TCATXY;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;805,4150943;395523149;413;BA;BA
TDC087;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;2851;68277057;1;PR;PR
TDC0NF;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;284;310750588;55;CE;CE
TDC0AQ;SERVICOS;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;2463,2;63405810;2;MG;MG
TDC04J;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;3266,25;74174364;346;PE;PE
TDC0QC;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1813,615385;96872514;6;SC;SC
TDC0MZ;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1772;92909849;36;SC;SC
TDC024;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;1635;91949604;163;SP;SP
TDC168;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;3096,411765;53998340;66;PE;PE
TDC04T;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;3855;255674077;8;MG;MG
TDC0B4;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1848;12449918;1;PR;PR
TDC088;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;3978;598932613;13;MS;MS
TDC08L;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;3978;598932613;22;MT;MT
TDC091;LOGISTICA;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;3978;598932613;13;DF;DF
TDC0BT;LOGISTICA;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;2425;598932613;14;DF;DF
TDC0G4;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;2974;598932613;18;MT;MT
TDC0G8;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;2912;598932613;15;SC;SC
TDC0GL;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;3035;598932613;13;DF;DF
TDC0GW;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;3035;598932613;13;DF;DF
TDC0JP;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;3339;598932613;15;SC;SC
TDC0KM;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;2974;598932613;10;MS;MS
TDC0OP;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;2456;598932613;15;SC;SC
TDC0SI;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;4251;598932613;11;SC;SC
TDC0T8;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;2547;598932613;15;SC;SC
TDC0X5;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;2425;598932613;17;SC;SC
TDC1P2;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;1789,105263;47535628;116;MG;MG
TDC0XC;MANUFATURA;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;253;36055688;39;ES;ES
TDC1O0;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - PARCEIRO;MODALIDADE TRADICIONAL;Centro-Oeste;;199,6666667;12316887;45;MS;MS
TDC1O6;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - PARCEIRO;MODALIDADE TRADICIONAL;Centro-Oeste;;227;13339182;23;MS;MS
TDC1OB;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - PARCEIRO;MODALIDADE TRADICIONAL;Centro-Oeste;;226,3333333;11650402;22;MS;MS
TDC1OQ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - PARCEIRO;MODALIDADE TRADICIONAL;Centro-Oeste;;226,3333333;16051323;21;MS;MS
TDC0PH;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;2091;266058413;5;CE;CE
TDC0PZ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1839;102707406;5;SC;SC
TEXPXZ;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;3553;196683632;18;SP;SP
TDC11I;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;203;4031499;2;RJ;RJ
TDC0DF;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1710;22779294;1;PR;PR
TDC1OG;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - PARCEIRO;MODALIDADE TRADICIONAL;Centro-Oeste;;227;20229670;24;MS;MS
TEZASZ;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;;4678;111564368;1;SC;SC
TEZIAA;LOGISTICA;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sudeste;;3738;171795212;19;SP;SP
TFBGUU;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;1705;855659595;642;SP;SP
TEZOPD;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;3371;84355827;2;BA;BA
TEZL01;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;3742;114342292;28;BA;BA
TDC0X0;AGROINDUSTRIA;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;1969;30017804;21;SP;SP
TFACVD;VAREJO;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Nordeste;;361;61149882;10;PE;PE
TEZNF2;MANUFATURA;Sem Informações de Faturamento;BUSINESS AGILITY;MODALIDADE TRADICIONAL;Sudeste;;1969;1245243784;79;SP;SP
TFCASC;MANUFATURA;Sem Informações de Faturamento;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Sudeste;;798,8947368;277395287;170;MG;MG
TFC340;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;214,375;355586163;195;SP;SP
TFCQGT;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CONSTRUCAO - CORE;MODALIDADE TRADICIONAL;Sudeste;;804,0188679;590536070;228;SP;SP
TFCRXN;SERVICOS;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Norte;;1785;349567555;1;PA;PA
TFCSJJ;SERVICOS;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1942,12;1294163128;51;SC;SC
TFCTGM;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1712,333333;46047274;1;PR;PR
TFCVO9;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Norte;;945,7058824;213605971;195;PA;PA
TFCPUN;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;2854;243863624;563;SP;SP
TFCMCE;EDUCACIONAL;Sem Informações de Faturamento;E COMMERCE (VTEX);MODALIDADE TRADICIONAL;Nordeste;;1924,111111;334637717;11;PE;PE
TFDATD;SAUDE;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;1889;2526117367;177;RJ;RJ
TFDBJB;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;3277,95082;504950740;391;ES;ES
TFCISO;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;4861,5;146145899;5;SP;SP
TFCSZN;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;1547,428571;244745948;77;RJ;RJ
TFDBZ0;MANUFATURA;Sem Informações de Faturamento;CLOUD;MODALIDADE TRADICIONAL;Sudeste;;3341,186667;4365604044;39;RJ;RJ
TFDC28;LOGISTICA;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE TRADICIONAL;Sudeste;;3992,033333;964456163;31;SP;SP
TFCQ42;LOGISTICA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;1044;454849767;36;SP;SP
TFDEDM;AGROINDUSTRIA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;;1500,954545;332634481;27;MT;MT
TFCNAQ;SERVICOS;Sem Informações de Faturamento;EDUCACAO EMPRESARIAL;MODALIDADE TRADICIONAL;Sudeste;;755;568718303;103;MG;MG
TFDGVJ;LOGISTICA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;692,4339623;1862993962;726;MG;MG
TFDJJN;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;FEEDZ;MODALIDADE TRADICIONAL;Centro-Oeste;;3154,510638;426444016;104;GO;GO
TFDJAH;VAREJO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;2830,631579;394386763;521;ES;ES
TFDNTR;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Norte;;427,0857143;736062440;185;PA;PA
TFDJJY;MANUFATURA;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sudeste;;3141,315789;706628857;66;SP;SP
TFCYA9;LOGISTICA;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Sudeste;;1463,772727;438132836;89;ES;ES
TFCWLT;VAREJO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;1544;325822390;24;ES;ES
TFCZQV;MANUFATURA;Sem Informações de Faturamento;RH - CORE;MODALIDADE TRADICIONAL;Sudeste;;1396;90309689;40;MG;MG
TFCSDU;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;1730,5;1224435546;14;CE;CE
TFDNEH;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;700,9591837;202363572;589;SP;SP
TFDBE3;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CONSTRUCAO - CORE;MODALIDADE TRADICIONAL;Nordeste;;1262;277430723;39;CE;CE
TFDNP8;VAREJO;Sem Informações de Faturamento;PROGRESS;MODALIDADE TRADICIONAL;Sudeste;;997,3846154;1774152786;79;SP;SP
TFDPVK;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;653,6486486;506190978;106;SP;SP
TFDQK8;AGROINDUSTRIA;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE TRADICIONAL;Nordeste;;3118,117647;836733815;677;SE;SE
TFDCAJ;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;;1215;248358875;63;MT;MT
TFCD46;SERVICOS;Sem Informações de Faturamento;RH - PARCEIRO;MODALIDADE TRADICIONAL;Nordeste;;532;233739026;22;PE;PE
TFDQQG;MANUFATURA;Sem Informações de Faturamento;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;Sudeste;;2563,222222;181521397;825;SP;SP
TFDDM7;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;;967,6842105;128746434;39;RS;RS
TFDRIU;MANUFATURA;Sem Informações de Faturamento;RH - PARCEIRO;MODALIDADE TRADICIONAL;Sudeste;;1579,416667;374960679;31;SP;SP
TFDETN;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;;832,875;217814133;13;GO;GO
TFDRI0;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;578,25;42794511;188;MA;MA
TFDJEB;VAREJO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Norte;;877;936939884;68;AM;AM
TFDRTC;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;2942,186047;256228032;357;SP;SP
TFDRXZ;VAREJO;Sem Informações de Faturamento;PROGRESS;MODALIDADE TRADICIONAL;Sudeste;;2701,75;1337919645;93;SP;SP
TFDD88;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;2776,666667;384129708;16;SP;SP
TFDSPM;MANUFATURA;Sem Informações de Faturamento;FLUIG - CORE;MODALIDADE TRADICIONAL;Sudeste;;3328,591667;208867964;68;SP;SP
TFCQ30;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Centro-Oeste;;4512,5;985165566;19;GO;GO
TFD573;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;4564;100407181;3;MG;MG
TFDOAP;VAREJO;Sem Informações de Faturamento;CLOUD;MODALIDADE TRADICIONAL;Sudeste;;671;586289253;158;MG;MG
TFDJLA;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;;870;1375130121;23;PR;PR
TFDBCW;VAREJO;Sem Informações de Faturamento;MANUFATURA - PARCEIRO;MODALIDADE TRADICIONAL;Sudeste;;1241;1803932757;1;SP;SP
TFDOC4;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;784;887945543;17;MG;MG
TFDOPX;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;753;83439777;10;SC;SC
TFCWO1;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - PARCEIRO;MODALIDADE TRADICIONAL;Centro-Oeste;;221;14399198;24;MS;MS
TFDBVW;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;281;1159812018;1;SP;SP
TFDOYB;VAREJO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;2210,5;943514313;82;ES;ES
TFDR03;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Nordeste;;604,25;54584096;79;RN;RN
TFDB40;SERVICOS;Sem Informações de Faturamento;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;Sul;;4130;282240527;10;PR;PR
TFDRLJ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sudeste;;576;67233467;4;SP;SP
TFDRKC;MANUFATURA;Sem Informações de Faturamento;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;Sul;;582;310753987;4;RS;RS
TFDDIP;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sul;;4221,25;552930056;55;SC;SC
TFCURJ;VAREJO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Sul;;1638;113994739;2;PR;PR
TFD315;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;1366,5;1921812390;3;SP;SP
TFDSHA;LOGISTICA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;4516;574913173;11;SP;SP
TFDCC1;MANUFATURA;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;1423;2913130062;81;SP;SP
TFDRL6;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;577;578163617;157;RJ;RJ
TFDRMH;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;Sudeste;;575;289091510;21;RJ;RJ
TFDU05;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;Centro-Oeste;;2425;3014382231;26;MT;MT
T15561;JURIDICO;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE SERVICOS RECORRENTES;Centro-Oeste;;4857,368421;251182651;14;DF;DF
T21044;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;SOFTWARE COMPLEMENTAR;;Nordeste;;3564,875;1740010785;16;BA;BA
T37701;SERVICOS;Sem Informações de Faturamento;EDUCACAO EMPRESARIAL;MODALIDADE SERVICOS RECORRENTES;Sul;;528;334081978;21;PR;PR
TB4508;DISTRIBUICAO;Sem Informações de Faturamento;RH - CORE;;Nordeste;;3833,111111;541944864;66;PE;PE
TDC0YR;DISTRIBUICAO;Sem Informações de Faturamento;SUPERMERCADOS - CORE;MODALIDADE SERVICOS NÃO RECORRENTES;Centro-Oeste;;945,6;95804074;240;DF;DF
TEZFBI;EDUCACIONAL;Sem Informações de Faturamento;EDUCACIONAL - CORPORATIVO;MODALIDADE ASSINATURA (INTERA);Sul;;440,6666667;8372046967;223;RS;RS
TEZNRD;CONSTRUCAO E PROJETOS;Sem Informações de Faturamento;CROSS - CORPORATIVO;MODALIDADE CORPORATIVO;Centro-Oeste;;622,0588235;531053683;16;DF;DF
TFBQT4;EDUCACIONAL;Sem Informações de Faturamento;CROSS - INTERA;;Sul;;2747;322296982;3;SC;SC
TFCLHN;SERVICOS;Sem Informações de Faturamento;CROSS - TRADICIONAL;MODALIDADE SERVICOS RECORRENTES;Norte;;1189,25;527055650;472;AC;AC
TFCZYE;SERVICOS;Sem Informações de Faturamento;EDUCACAO EMPRESARIAL;MODALIDADE SERVICOS RECORRENTES;Nordeste;;843;148425592;1;AL;AL
TFCGAM;SERVICOS;Sem Informações de Faturamento;RH - CORE;;Sul;;1158;269770014;1;RS;RS
